0	0	0	0	0
0.01	0.008997245255960146	0.00405302587318391	0.00001797301038324843	9.77333003934157e-8
0.02	0.014885119670041896	0.008662199667325192	0.00007132616753377716	3.9091614955425973e-7
0.03	0.01847114243565814	0.01200527214056116	0.00015844008123959918	8.794974051894479e-7
0.04	0.02100093021609217	0.014510125097914512	0.00027684939605174383	1.5633918759529968e-6
0.05	0.022943823186915936	0.01648158307132925	0.00042351584446013985	2.442480390085288e-6
0.060000000000000005	0.024517239250378582	0.018095073150655814	0.0005951014130275065	3.516609891410903e-6
0.06999999999999999	0.02583789044478837	0.01945528877445471	0.0007881985629005496	4.785593561664089e-6
0.08	0.026975174322867425	0.020628298370983147	0.0009995003729312499	6.24921097089191e-6
0.09	0.027973548751964793	0.021657970698576414	0.0012259119334363134	7.907208253038306e-6
0.09999999999999999	0.02886313387659986	0.022574709887178055	0.001464613148577498	9.759298308140826e-6
0.11	0.02966525305200632	0.02340035767130086	0.0017130855121988715	0.000011805161030026085
0.12	0.030395540801032513	0.024151081899187084	0.0019691144509607125	0.000014044443559110644
0.13	0.031065795504014216	0.024839163293232117	0.0022307759740222604	0.000016476760559748298
0.14	0.03168513395012406	0.025474125874332985	0.0024964152468723165	0.00001910169452158552
0.15000000000000002	0.032260746077963844	0.02606350130985298	0.0027646201287875377	0.000021918796084219463
0.16	0.03279840224983557	0.026613342493329743	0.00303419420260871	0.00002492758438455457
0.17	0.03330280155387617	0.02712858189796355	0.003304130598651747	0.000028127547426081093
0.18000000000000002	0.03377782190537972	0.027613289254623682	0.0035735868997430766	0.0000315181424693633
0.19	0.03422670065202603	0.028070865155922404	0.0038418629832249938	0.00003509879644293888
0.2	0.034652168206853934	0.028504170926071142	0.0041083802734658125	0.00003886890637380325
0.21000000000000002	0.03505654843629183	0.028915642724831433	0.004372665966327247	0.00004282783983477164
0.22	0.03544183518474799	0.029307368367307622	0.004634334052411716	0.00004697493541894966
0.23	0.035809752850530605	0.029681147503881924	0.0048930756789077184	0.00005130950321312997
0.24000000000000002	0.03616180187264113	0.030038564795580973	0.005148645430090448	0.000055830825305005406
0.25	0.03649929631455686	0.030380974932049696	0.005400852152957335	0.00006053815629952542
0.26	0.03682339307820784	0.03070959044896819	0.005649550481835402	0.00006543072383819293
0.27	0.03713511759409583	0.03102547996039256	0.005894633434352412	0.00007050772915729495
0.28	0.03743538023048256	0.031329590875794226	0.006136026400166114	0.00007576834768306667
0.29000000000000004	0.03772499550084506	0.03162277027429469	0.0063736819290142535	0.00008121172940117275
0.3	0.038004693065059394	0.031905775795898296	0.006607575204620384	0.0000868369997341926
0.31	0.03827513122541602	0.032179290605371426	0.006837700284650641	0.00009264325999207446
0.32	0.03853690410887611	0.032443930871197436	0.007064066892238638	0.00009862958796740374
0.33	0.03879054974616482	0.032700253913381445	0.007286697669048416	0.00010479503812532979
0.34	0.039036559601128895	0.03294876768447804	0.007505625950943884	0.0001111386431185856
0.35000000000000003	0.03927537957146962	0.033189933862428654	0.007720893656875694	0.00011765941372103605
