-6.6 1.8 4.51584e-06
-6.6 1.86 4.86594e-06
-6.6 1.92 5.17112e-06
-6.6 1.98 5.41989e-06
-6.6 2.04 5.60246e-06
-6.6 2.1 5.71172e-06
-6.6 2.16 5.74292e-06
-6.6 2.22 5.69508e-06
-6.6 2.28 5.56993e-06
-6.6 2.34 5.37264e-06
-6.6 2.4 5.11111e-06
-6.6 2.46 4.7955e-06
-6.54 1.5 4.49015e-06
-6.54 1.56 5.18487e-06
-6.54 1.62 5.9049e-06
-6.54 1.68 6.63245e-06
-6.54 1.74 7.34719e-06
-6.54 1.8 8.02708e-06
-6.54 1.86 8.64938e-06
-6.54 1.92 9.19185e-06
-6.54 1.98 9.63404e-06
-6.54 2.04 9.95855e-06
-6.54 2.1 1.01528e-05
-6.54 2.16 1.02082e-05
-6.54 2.22 1.25714e-05
-6.54 2.28 1.25136e-05
-6.54 2.34 1.23004e-05
-6.54 2.4 1.19404e-05
-6.54 2.46 1.14475e-05
-6.54 2.52 1.08398e-05
-6.54 2.58 1.01384e-05
-6.54 2.64 9.36692e-06
-6.54 2.7 8.54905e-06
-6.54 2.76 7.70827e-06
-6.54 2.82 2.5181e-06
-6.48 1.32 4.70492e-06
-6.48 1.38 5.66324e-06
-6.48 1.44 6.72318e-06
-6.48 1.5 7.87167e-06
-6.48 1.56 9.08967e-06
-6.48 1.62 1.03518e-05
-6.48 1.68 1.16274e-05
-6.48 1.74 1.28804e-05
-6.48 1.8 1.40724e-05
-6.48 1.86 1.51633e-05
-6.48 1.92 1.86696e-05
-6.48 1.98 1.9812e-05
-6.48 2.04 2.07552e-05
-6.48 2.1 2.14666e-05
-6.48 2.16 2.19205e-05
-6.48 2.22 2.21018e-05
-6.48 2.28 2.20048e-05
-6.48 2.34 2.16345e-05
-6.48 2.4 2.1006e-05
-6.48 2.46 2.01436e-05
-6.48 2.52 1.9079e-05
-6.48 2.58 1.78491e-05
-6.48 2.64 1.64953e-05
-6.48 2.7 1.50591e-05
-6.48 2.76 1.3582e-05
-6.48 2.82 1.21022e-05
-6.48 2.88 1.06544e-05
-6.48 2.94 9.26764e-06
-6.48 3 7.96529e-06
-6.48 3.06 3.07454e-06
-6.48 3.12 2.70336e-06
-6.42 1.2 5.38621e-06
-6.42 1.26 6.6653e-06
-6.42 1.32 8.13482e-06
-6.42 1.38 9.79189e-06
-6.42 1.44 1.16244e-05
-6.42 1.5 1.361e-05
