-8.34 -1.8 2.92875e-06
-8.34 -1.74 3.1719e-06
-8.34 -1.68 3.38797e-06
-8.34 -1.62 3.5691e-06
-8.34 -1.56 3.70822e-06
-8.34 -1.5 3.79977e-06
-8.34 -1.44 3.84005e-06
-8.34 -1.38 3.8275e-06
-8.34 -1.32 3.7625e-06
-8.34 -1.26 3.64773e-06
-8.34 -1.2 3.48791e-06
-8.34 -1.14 3.28923e-06
-8.34 -1.08 3.0592e-06
-8.28 -2.28 2.92617e-06
-8.28 -2.22 3.5402e-06
-8.28 -2.16 4.22418e-06
-8.28 -2.1 4.97102e-06
-8.28 -2.04 5.76951e-06
-8.28 -1.98 6.6042e-06
-8.28 -1.92 7.45562e-06
-8.28 -1.86 8.3014e-06
-8.28 -1.8 9.1158e-06
-8.28 -1.74 9.87276e-06
-8.28 -1.68 1.05454e-05
-8.28 -1.62 1.1109e-05
-8.28 -1.56 1.1542e-05
-8.28 -1.5 1.1827e-05
-8.28 -1.44 1.19526e-05
-8.28 -1.38 1.19134e-05
-8.28 -1.32 1.17109e-05
-8.28 -1.26 1.13539e-05
-8.28 -1.2 1.08562e-05
-8.28 -1.14 1.02379e-05
-8.28 -1.08 9.52202e-06
-8.28 -1.02 8.73443e-06
-8.28 -0.96 7.90186e-06
-8.28 -0.9 7.05041e-06
-8.28 -0.84 6.20421e-06
-8.28 -0.78 5.38444e-06
-8.28 -0.72 4.60893e-06
-8.28 -0.66 3.89075e-06
-8.28 -0.6 3.23943e-06
-8.16 -2.4 3.31403e-06
-8.16 -2.34 4.12199e-06
-8.16 -2.28 5.05634e-06
-8.16 -2.22 6.1174e-06
-8.16 -2.16 7.29934e-06
-8.16 -2.1 8.58989e-06
-8.16 -2.04 9.96964e-06
-8.16 -1.98 1.14119e-05
-8.16 -1.92 1.28835e-05
-8.16 -1.86 1.43448e-05
-8.16 -1.8 1.57522e-05
-8.16 -1.74 1.70599e-05
-8.16 -1.68 1.82225e-05
-8.16 -1.62 1.91966e-05
-8.16 -1.56 1.99447e-05
-8.16 -1.5 2.04372e-05
-8.16 -1.44 2.06541e-05
-8.16 -1.38 2.05861e-05
-8.16 -1.32 2.02365e-05
-8.16 -1.26 1.96195e-05
-8.16 -1.2 1.87597e-05
-8.16 -1.14 1.76909e-05
-8.16 -1.08 1.6454e-05
-8.16 -1.02 1.50931e-05
-8.16 -0.96 1.36544e-05
-8.16 -0.9 1.2183e-05
-8.16 -0.84 1.07207e-05
-8.16 -0.78 9.30443e-06
-8.16 -0.72 7.96418e-06
-8.16 -0.66 6.72327e-06
-8.16 -0.6 5.59766e-06
-8.16 -0.54 4.59652e-06
-8.16 -0.48 3.72251e-06
-8.16 -0.42 2.97326e-06
-8.1 -2.52 3.50237e-06
-8.1 -2.46 4.47848e-06
-8.1 -2.4 5.64791e-06
-8.1 -2.34 7.02485e-06
-8.1 -2.28 8.61738e-06
-8.1 -2.22 1.04255e-05
-8.1 -2.16 1.24397e-05
-8.1 -2.1 1.46391e-05
-8.1 -2.04 1.69906e-05
-8.1 -1.98 1.94489e-05
-8.1 -1.92 2.19566e-05
-8.1 -1.86 2.44467e-05
-8.1 -1.8 2.68457e-05
-8.1 -1.74 2.90743e-05
-8.1 -1.68 3.10551e-05
-8.1 -1.62 3.27154e-05
-8.1 -1.56 3.39906e-05
-8.1 -1.5 3.48298e-05
-8.1 -1.44 3.5199e-05
-8.1 -1.38 3.50837e-05
-8.1 -1.32 3.44881e-05
-8.1 -1.26 3.34359e-05
-8.1 -1.2 3.19711e-05
-8.1 -1.14 3.01499e-05
-8.1 -1.08 2.80413e-05
-8.1 -1.02 2.57218e-05
-8.1 -0.96 2.327e-05
-8.1 -0.9 2.07627e-05
-8.1 -0.84 1.82709e-05
-8.1 -0.78 1.5857e-05
-8.1 -0.72 1.35728e-05
-8.1 -0.66 1.14581e-05
-8.1 -0.6 9.53985e-06
-8.1 -0.54 7.83346e-06
-8.1 -0.48 6.344e-06
-8.1 -0.42 5.0671e-06
-8.1 -0.36 3.99156e-06
-8.1 -0.3 3.10111e-06
-8.04 -2.64 3.4539e-06
-8.04 -2.58 4.54048e-06
-8.04 -2.52 5.88679e-06
-8.04 -2.46 7.52749e-06
-8.04 -2.4 9.49315e-06
-8.04 -2.34 1.18075e-05
-8.04 -2.28 1.44841e-05
-8.04 -2.22 1.75235e-05
-8.04 -2.16 2.09092e-05
-8.04 -2.1 2.4606e-05
-8.04 -2.04 2.85583e-05
-8.04 -1.98 3.26897e-05
-8.04 -1.92 3.69048e-05
-8.04 -1.86 4.10909e-05
-8.04 -1.8 4.51221e-05
-8.04 -1.74 4.88688e-05
-8.04 -1.68 5.21987e-05
-8.04 -1.62 5.49888e-05
-8.04 -1.56 5.71319e-05
-8.04 -1.5 5.85427e-05
-8.04 -1.44 5.9164e-05
-8.04 -1.38 5.89696e-05
-8.04 -1.32 5.79674e-05
-8.04 -1.26 5.62005e-05
-8.04 -1.2 5.37371e-05
-8.04 -1.14 5.06762e-05
-8.04 -1.08 4.71328e-05
-8.04 -1.02 4.32345e-05
-8.04 -0.96 3.91133e-05
-8.04 -0.9 3.48986e-05
-8.04 -0.84 3.07098e-05
-8.04 -0.78 2.66526e-05
-8.04 -0.72 2.28136e-05
-8.04 -0.66 1.92588e-05
-8.04 -0.6 1.60347e-05
-8.04 -0.54 1.31668e-05
-8.04 -0.48 1.06632e-05
-8.04 -0.42 8.51694e-06
-8.04 -0.36 6.70918e-06
-8.04 -0.3 5.21246e-06
-8.04 -0.24 3.99394e-06
-8.04 -0.18 3.01826e-06
-7.98 -2.76 3.17832e-06
-7.98 -2.7 4.29546e-06
-7.98 -2.64 5.72551e-06
-7.98 -2.58 7.52678e-06
-7.98 -2.52 9.75871e-06
-7.98 -2.46 1.24784e-05
-7.98 -2.4 1.57369e-05
-7.98 -2.34 1.95733e-05
-7.98 -2.28 2.40108e-05
-7.98 -2.22 2.90489e-05
-7.98 -2.16 3.46611e-05
-7.98 -2.1 4.07893e-05
-7.98 -2.04 4.73414e-05
-7.98 -1.98 5.41907e-05
-7.98 -1.92 6.11778e-05
-7.98 -1.86 6.81165e-05
-7.98 -1.8 7.48003e-05
-7.98 -1.74 8.10105e-05
-7.98 -1.68 8.65292e-05
-7.98 -1.62 9.11549e-05
-7.98 -1.56 9.47079e-05
-7.98 -1.5 9.70463e-05
-7.98 -1.44 9.80754e-05
-7.98 -1.38 9.77547e-05
-7.98 -1.32 9.60946e-05
-7.98 -1.26 9.31635e-05
-7.98 -1.2 8.90814e-05
-7.98 -1.14 8.40072e-05
